rank,word,freq
425,decide,205447
426,republican,204793
427,full,204252
428,behind,203530
429,pass,203033
430,interest,202642
431,sometimes,201833
432,security,201542
433,eat,201315
434,report,201020
435,control,200879
436,rate,200828
437,local,200668
438,suggest,200560
439,nation,200021
440,sell,198982
441,action,198530
442,support,198185
443,wife,197306
444,decision,196426
445,receive,196239
446,value,195639
447,base,195474
448,pick,195443
449,phone,194941
450,thanks,194839
451,event,194748
452,drive,194360
453,strong,193876
454,reach,193684
455,remain,193577
456,explain,193276
457,site,193251
458,hit,192969
459,pull,192457
460,church,191872
461,model,191448
462,perhaps,191398
463,relationship,191344
464,six,191200
465,fine,190779
466,movie,190773
467,field,190489
468,raise,190353
469,less,190003
470,player,189280
471,couple,189272
472,million,188521
473,themselves,188414
474,record,187057
475,especially,186130
476,difference,185310
477,light,185287
478,development,185238
479,federal,185144
480,former,185057
481,role,184483
482,pretty,183711
483,myself,183232
484,view,182417
485,price,181918
486,effort,181751
487,nice,181568
488,quite,181432
489,along,181372
490,voice,181328
491,finally,181233
492,department,181181
493,either,181133
494,toward,180784
495,leader,180573
496,photo,177976
497,wear,177786
498,space,177126
499,project,177076
500,return,176787
501,position,176578
502,special,176515
503,film,175442
504,major,175432
505,type,173975
506,town,173905
507,article,173819
508,road,173413
509,form,173161
510,chance,172820
511,drug,172756
512,economic,172153
513,situation,171026
514,choose,170716
515,practice,170654
516,cause,170629
517,happy,170573
518,science,170488
519,join,170302
520,teach,169673
521,develop,168894
522,share,168892
523,yourself,168841
524,carry,168820
525,clear,168587
526,brother,167417
527,matter,167351
528,dead,167302
529,image,167053
530,star,167036
531,cost,166775
532,simply,166556
533,post,166265
534,society,165769
535,picture,165703
536,piece,165538
537,paper,165070
538,energy,164622
539,personal,164270
540,building,164119
541,military,163555
542,doctor,163129
543,activity,162943
544,exactly,162663
545,media,162177
546,miss,162066
547,evidence,162050
548,product,161999
549,realize,161762
550,save,161469
551,arm,161185
552,technology,160819
553,catch,160594
554,comment,160451
555,term,160014
556,color,160011
557,cover,159606
558,describe,159521
559,guess,159454
560,choice,159277
561,source,158588
562,mom,158511
563,soon,158194
564,director,158028
565,international,157724
566,rule,157468
567,campaign,157373
568,ground,156706
569,election,156532
570,uh,156333
571,check,155591
572,page,154863
573,fight,154643
574,itself,154505
575,test,154189
576,patient,154125
577,produce,154082
578,certain,154059
579,whatever,153872
580,half,153688
581,video,153563
582,throw,152388
583,third,152339
584,rest,151864
585,recent,151697
586,available,151406
587,step,151394
588,ready,151349
589,opportunity,151226
590,official,150423
591,oil,150410
592,organization,149261
593,character,148825
594,single,148796
595,current,148387
596,likely,148216
597,county,148165
598,future,147923
599,dad,147520
600,whose,147491
601,shoot,147137
602,industry,146746
603,list,146495
604,general,146275
605,stuff,145992
606,figure,145812
607,attention,145669
608,forget,145557
609,risk,145334
610,focus,144896
611,short,144842
612,fire,144750
613,dog,144648
614,red,144046
615,hair,143875
616,condition,143732
617,wall,143389
618,daughter,142747
619,deal,142589
620,author,142352
621,truth,142017
622,upon,141420
623,husband,141289
624,period,141173
625,series,140231
626,order,140025
627,officer,139938
628,close,139704
629,land,139579
630,note,139111
631,computer,139082
632,thought,139016
633,economy,138752
634,goal,138693
635,bank,138673
636,behavior,138400
637,sound,138386
638,certainly,138162
639,nearly,138034
640,increase,137709
641,act,137668
642,north,137666
643,blood,137579
644,culture,137140
645,medical,136850
646,ok,136788
647,everybody,136787
648,top,136658
649,difficult,136474
650,language,136124
651,window,136043
652,response,135942
653,population,135733
654,lie,135712
655,tree,135666
656,park,135440
657,worker,135244
658,draw,135022
659,drop,134220
660,push,134206
661,earth,134202
662,per,133974
663,private,133907
664,tonight,133341
665,race,133182
666,letter,132828
667,gun,132572
668,simple,132004
669,wonder,131649
670,involve,131275
671,hell,131265
672,poor,131105
673,answer,130534
674,nature,130378
675,administration,130297
676,common,130294
677,message,129799
678,song,129648
679,enjoy,129575
680,similar,129272
681,congress,128923
682,attack,128893
683,past,128832
684,hot,128310
685,seek,128234
686,amount,128075
687,analysis,128029
688,store,127984
689,defense,127924
690,bill,127919
691,cell,127818
692,performance,127318
693,hospital,127317
694,bed,127232
695,board,127202
696,protect,126672
697,century,126668
698,summer,126418
699,material,126254
700,individual,125578
701,recently,125532
702,example,125442
703,represent,125330
704,fill,125249
705,animal,124835
706,fail,124675
707,factor,123915
708,natural,123788
709,sir,123629
710,agency,123524
711,usually,123303
712,significant,123040
713,ability,122943
714,mile,122899
715,statement,122852
716,entire,122397
717,democrat,122325
718,floor,122291
719,serious,122251
720,career,122177
721,dollar,121984
722,vote,121578
723,sex,121352
724,compare,120978
725,south,120894
726,forward,120845
727,subject,120773
728,financial,120726
729,identify,120690
730,beautiful,120679
731,decade,120539
732,bit,120467
733,reduce,120399
734,sister,120346
735,quality,120236
736,quickly,120136
737,press,119485
738,worry,119256
739,accept,119245
740,enter,119119
741,mention,119033
742,thus,118653
743,plant,118323
744,movement,118118
745,scene,118003
746,section,117170
747,treatment,116893
748,wish,116884
749,benefit,116806
750,interesting,116773
751,west,116683
752,candidate,116347
753,approach,116173
754,determine,116138
755,resource,116078
756,claim,116020
757,prove,115910
758,sort,115486
759,size,115388
760,somebody,115363
761,knowledge,115356
762,rather,115104
763,hang,114959
764,sport,114894
765,tv,114859
766,loss,114630
767,argue,114425
768,left,114320
769,meeting,114209
770,skill,113912
771,card,113472
772,feeling,113414
773,despite,113257
774,degree,113046
775,crime,112978
776,sign,112603
777,occur,112575
778,imagine,112572
779,near,112214
780,king,112088
781,box,112035
782,present,111731
783,seven,111646
784,foreign,111509
785,laugh,111440
786,disease,111433
787,lady,111384
788,beyond,111221
789,discuss,111181
790,finish,111094
791,design,111026
792,concern,110976
793,ball,110770
794,east,110589
795,recognize,110405
796,apply,110328
797,prepare,110266
798,network,110210
799,huge,110088
800,success,110030
801,district,109941
802,cup,109915
803,physical,109576
804,growth,109567
805,rise,109035
806,hi,108665
807,standard,107818
808,fan,107631
809,theory,107486
810,staff,107396
811,hurt,107262
812,legal,107134
813,september,106932
814,outside,106572
815,et,106546
816,strategy,106236
817,clearly,105965
818,property,105851
819,lay,105812
820,final,105688
821,authority,105586
822,perfect,105560
823,method,105544
824,region,105382
825,impact,105330
826,indicate,105304
827,safe,105273
828,committee,105133
829,supposed,105037
830,dream,104797
831,training,104563
832,shit,104498
833,central,104403
834,option,104245
835,eight,104060
836,particularly,104018
837,completely,103941
838,opinion,103920
839,main,103803
840,ten,103677
841,interview,103566
842,exist,103550
843,remove,103480
844,dark,103384
845,union,102805
846,professor,102741
847,pressure,102669
848,purpose,102642
849,stage,102611
850,blue,102172
851,herself,102154
852,sun,102043
853,pain,101918
854,artist,101861
855,employee,101818
856,avoid,101794
857,account,101683
858,release,101668
859,fund,101503
860,environment,101479
861,treat,101438
862,specific,101222
863,version,101091
864,shot,101016
865,hate,100757
866,reality,100700
867,visit,100463
868,club,100411
869,justice,100360
870,river,100270
871,brain,100235
872,memory,100235
873,rock,100028
874,camera,99855
875,global,99848
876,various,99838
877,arrive,99819
878,notice,99709
879,detail,99477
880,challenge,99455
881,argument,99403
882,nobody,99029
883,weapon,98828
884,station,98720
885,island,98596
886,absolutely,98574
887,instead,98540
888,discussion,98359
889,affect,98073
890,anyway,97831
891,respond,97750
892,trouble,97439
893,conversation,97193
894,manage,97135
895,date,97094
896,army,97025
897,charge,96872
898,seat,96853
899,assume,96840
900,writer,96279
901,perform,96202
902,credit,95981
903,green,95937
904,marriage,95885
905,operation,95878
906,indeed,95860
907,sleep,95600
908,necessary,95580
909,reveal,95401
910,agent,95371
911,access,95371
912,bar,95305
913,debate,95244
914,leg,95185
915,contain,95143
916,beat,94941
917,cool,94920
918,democratic,94862
919,cold,94856
920,glass,94803
921,improve,94764
922,adult,94547
923,trade,94509
924,religious,94485
925,review,94364
926,address,94155
927,association,94100
928,measure,93952
929,stock,93809
930,gas,93763
931,deep,93753
932,lawyer,93526
933,production,93507
934,relate,93433
935,middle,93428
936,management,93289
937,original,93230
938,victim,93207
939,cancer,93157
940,speech,92837
941,particular,92775
942,trial,92762
943,none,92729
944,item,92545
945,weight,92516
946,tomorrow,92490
947,positive,92223
948,citizen,92182
949,trip,91830
950,establish,91776
951,executive,91696
952,politics,91621
953,stick,91597
954,customer,91563
955,manager,91527
956,publish,91441
957,popular,91435
958,sing,91395
959,ahead,91325
960,conference,91185
961,total,91071
962,discover,90959
963,fast,90956
964,direction,90826
965,sunday,90771
966,maintain,90737
967,majority,90548
968,peace,90518
969,dinner,90516
970,partner,90455
971,user,90342
972,above,90318
973,fly,90236
974,bag,90234
975,therefore,89981
976,rich,89706
977,owner,89612
978,tough,89612
979,shall,89582
980,inside,89494
981,voter,89245
982,tool,89236
983,june,89233
984,mountain,88984
985,range,88892
986,coach,88826
987,fear,88724
988,friday,88632
989,attorney,88616
990,unless,88605
991,nor,88431
992,expert,88134
993,structure,88114
994,budget,88084
995,insurance,88036
996,text,87811
997,freedom,87806
998,crazy,87804
999,reader,87422
1000,style,87244
1001,march,87215
1002,machine,87156
1003,november,87108
1004,generation,87071
1005,income,86902
1006,born,86829
1007,admit,86631
1008,hello,86614
1009,onto,86605
1010,sea,86544
1011,mouth,86406
1012,throughout,86381
1013,web,85868
1014,shake,85841
1015,threat,85754
1016,solution,85661
1017,shut,85625
1018,travel,85441
1019,scientist,85428
1020,hide,85395
1021,obviously,85364
1022,refer,85212
1023,alone,85036
1024,drink,84895
1025,investigation,84783
1026,senator,84544
1027,unit,84518
1028,photograph,84476
1029,july,84439
1030,television,84433
1031,key,84228
1032,sexual,84220
1033,radio,84218
1034,prevent,84179
1035,modern,83945
1036,senate,83931
1037,violence,83882
1038,touch,83871
1039,feature,83853
1040,audience,83493
1041,evening,83312
1042,whom,83267
1043,front,83180
1044,hall,82960
1045,task,82839
1046,score,82738
1047,skin,82598
1048,suffer,82579
1049,wide,82565
1050,spring,82557
1051,civil,82544
1052,safety,82535
1053,weekend,82429
1054,worth,82178
1055,title,82165
1056,heat,82112
1057,normal,82076
1058,yard,81852
1059,finger,81817
1060,tend,81665
1061,mission,81524
1062,eventually,81481
1063,participant,81371
1064,hotel,81364
1065,judge,81312
1066,pattern,81097
1067,institution,80998
1068,faith,80912
1069,professional,80903
1070,reflect,80851
1071,folk,80843
1072,surface,80819
1073,client,80584
1074,edge,80577
1075,traditional,80470
1076,council,80469
1077,device,80398
1078,firm,80364
1079,environmental,80328
1080,responsibility,80294
1081,chair,80186
1082,internet,80144
1083,october,80099
1084,funny,79978
1085,immediately,79856
1086,investment,79833
1087,ship,79715
1088,effective,79635
1089,previous,79535
1090,content,79496
1091,consumer,79489
1092,element,79440
1093,nuclear,79435
1094,spirit,79123
1095,directly,79121
1096,afraid,78979
1097,define,78953
1098,handle,78899
1099,track,78828
1100,wind,78623
1101,lack,78587
1102,announce,78426
1103,journal,78364
1104,heavy,78327
1105,ice,78316
1106,collection,78281
1107,feed,78280
1108,soldier,78276
1109,governor,78194
1110,fish,78114
1111,shoulder,78062
1112,cultural,78023
1113,successful,77999
1114,fair,77775
1115,trust,77728
1116,suddenly,77721
1117,interested,77632
1118,deliver,77338
1119,saturday,77290
1120,editor,77280
1121,fresh,77195
1122,anybody,77150
1123,destroy,77088
1124,critical,77026
1125,agreement,76793
1126,powerful,76773
1127,researcher,76737
1128,concept,76679
1129,willing,76629
1130,band,76423
1131,marry,76412
1132,promise,76397
1133,easily,76348
1134,restaurant,76197
1135,league,76178
1136,senior,76109
1137,capital,76018
1138,anymore,75907
1139,april,75906
1140,potential,75838
1141,etc,75726
1142,quick,75637
1143,magazine,75615
1144,status,75577
1145,attend,75448
1146,replace,75439
1147,due,75368
1148,hill,75365
1149,kitchen,75167
1150,achieve,74946
1151,screen,74705
1152,generally,74681
1153,mistake,74643
1154,strike,74378
1155,battle,74296
1156,spot,74296
1157,basic,74208
1158,corner,74047
1159,target,73925
1160,driver,73902
1161,beginning,73853
1162,religion,73744
1163,crisis,73691
1164,count,73650
1165,museum,73559
1166,engage,73493
1167,communication,73413
1168,murder,73388
1169,blow,73361
1170,object,73304
1171,express,73274
1172,huh,73257
1173,encourage,73251
1174,blog,73163
1175,smile,73137
1176,belief,73067
1177,block,73065
1178,debt,73015
1179,labor,72759
1180,understanding,72651
1181,neighborhood,72625
1182,contract,72568
1183,species,72542
1184,additional,72539
1185,sample,72489
1186,involved,72455
1187,mostly,72378
1188,path,72335
1189,concerned,72309
1190,apple,72273
1191,conduct,72181
1192,god,72022
1193,wonderful,71940
1194,library,71921
1195,prison,71871
1196,hole,71837
1197,attempt,71833
1198,complete,71752
1199,code,71659
1200,sales,71601
1201,gift,71372
1202,refuse,71277
1203,garden,71243
1204,introduce,71221
1205,roll,71123
1206,christian,71055
1207,definitely,70982
1208,lake,70940
1209,earn,70697
1210,plane,70679
1211,vehicle,70662
1212,examine,70501
1213,application,70441
1214,thousand,70404
1215,coffee,70366
1216,gain,70275
1217,file,70059
1218,billion,70048
1219,reform,70010
1220,ignore,70007
1221,welcome,69914
1222,gold,69903
1223,jump,69861
1224,planet,69822
1225,location,69669
1226,bird,69662
1227,amazing,69525
1228,principle,69403
1229,promote,69398
1230,search,69392
1231,nine,69389
1232,alive,69360
1233,possibility,69316
1234,sky,69285
1235,otherwise,69243
1236,remind,69182
1237,healthy,69023
1238,fit,68996
1239,horse,68883
1240,advantage,68866
1241,commercial,68821
1242,steal,68807
1243,basis,68758
1244,context,68668
1245,highly,68586
1246,christmas,68542
1247,strength,68537
1248,monday,68488
1249,beach,68303
1250,survey,68301
1251,writing,68200
1252,master,68182
1253,cry,68161
1254,scale,68139
1255,resident,68096
1256,football,68073
1257,sweet,67903
1258,failure,67885
1259,reporter,67831
1260,commit,67792
1261,associate,67750
1262,vision,67714
1263,function,67710
1264,truly,67680
1265,sick,67645
1266,average,67618
1267,stupid,67597
1268,chinese,67573
1269,connection,67550
1270,camp,67510
1271,stone,67456
1272,hundred,67455
1273,truck,67403
1274,afternoon,67378
1275,responsible,67329
1276,secretary,67325
1277,apparently,67248
1278,smart,67232
1279,southern,67179
1280,totally,67117
1281,western,67085
1282,collect,67062
1283,conflict,67061
1284,burn,66886
1285,learning,66879
1286,wake,66773
1287,contribute,66772
1288,ride,66723
1289,british,66700
1290,following,66684
1291,newspaper,66598
1292,foundation,66578
1293,variety,66555
1294,perspective,66540
1295,document,66467
1296,presence,66412
1297,stare,66392
1298,lesson,66252
1299,limit,66220
1300,appreciate,66216
1301,observe,66197
1302,currently,66051
1303,fun,65982
1304,crowd,65965
1305,apartment,65884
1306,survive,65838
1307,guest,65818
1308,soul,65749
1309,protection,65690
1310,intelligence,65687
1311,yesterday,65635
1312,somewhere,65620
1313,border,65422
1314,reading,65417
1315,terms,65413
1316,leadership,65396
1317,chief,65311
1318,attitude,65288
1319,um,65033
1320,deny,64887
1321,website,64875
1322,seriously,64827
1323,actual,64818
1324,recall,64789
1325,fix,64728
1326,negative,64601
1327,connect,64462
1328,distance,64404
1329,regular,64293
1330,climate,64223
1331,relation,64199
1332,flight,64148
1333,dangerous,64067
1334,boat,64026
1335,aspect,63967
1336,grab,63946
1337,favorite,63804
1338,january,63714
1339,independent,63631
1340,volume,63626
1341,am,63615
1342,lots,63604
1343,online,63564
1344,theater,63549
1345,speed,63502
1346,aware,63488
1347,identity,63440
1348,demand,63402
1349,extra,63392
1350,guard,63290
1351,demonstrate,63269
1352,fully,63238
1353,tuesday,63179
1354,facility,63117
1355,farm,62942
1356,august,62821
1357,hire,62794
1358,link,62629
1359,shoe,62523
1360,institute,62451
1361,below,62313
1362,living,62299
1363,european,62156
1364,quarter,62138
1365,basically,62046
1366,forest,61942
1367,multiple,61694
1368,poll,61677
1369,wild,61605
1370,twice,61563
1371,cross,61522
1372,background,61431
1373,settle,61424
1374,winter,61394
1375,presidential,61351
1376,operate,61296
1377,fuck,61292
1378,daily,61083
1379,shop,61038
1380,division,60892
1381,slowly,60889
1382,advice,60861
1383,reaction,60811
1384,injury,60769
1385,ticket,60721
1386,grade,60710
1387,wow,60702
1388,birth,60673
1389,painting,60548
1390,outcome,60498
1391,enemy,60473
1392,damage,60384
1393,being,60354
1394,storm,60280
1395,shape,60252
1396,bowl,60234
1397,commission,60218
1398,captain,60187
1399,ear,60160
1400,troop,60133
1401,female,60116
1402,wood,60115
1403,warm,60062
1404,clean,60059
1405,minister,59752
1406,neighbor,59746
1407,tiny,59714
1408,mental,59701
1409,software,59696
1410,glad,59681
1411,finding,59632
1412,lord,59563
1413,temperature,59493
1414,quiet,59485
1415,spread,59483
1416,bright,59449
1417,influence,59350
1418,kick,59307
1419,annual,59301
1420,procedure,59288
1421,respect,59226
1422,wave,59169
1423,tradition,59099
1424,threaten,59034
1425,primary,58990
1426,strange,58863
1427,actor,58856
1428,blame,58815
1429,active,58801
1430,cat,58763
1431,depend,58725
1432,bus,58707
1433,clothes,58660
1434,affair,58553
1435,contact,58518
1436,category,58470
1437,topic,58410
1438,victory,58342
1439,direct,58289
1440,towards,58251
1441,map,58218
1442,egg,58198
1443,ensure,58156
1444,expression,58120
1445,session,58108
1446,competition,58102
1447,possibly,58071
1448,technique,58028
1449,mine,58009
1450,intend,57970
1451,impossible,57892
1452,moral,57787
1453,academic,57717
1454,wine,57614
1455,somehow,57596
1456,gather,57562
1457,scientific,57547
1458,african,57497
1459,cook,57383
1460,participate,57361
1461,gay,57195
1462,appropriate,57163
1463,youth,57132
1464,dress,56967
1465,straight,56942
1466,weather,56939
1467,recommend,56938
1468,medicine,56814
1469,novel,56709
1470,obvious,56696
1471,thursday,56611
1472,exchange,56534
1473,explore,56474
1474,extend,56458
1475,bay,56420
1476,invite,56415
1477,tie,56394
1478,ah,56374
1479,belong,56342
1480,obtain,56312
1481,broad,56310
1482,conclusion,56296
1483,progress,56162
1484,surprise,56116
1485,assessment,55956
1486,cash,55856
1487,defend,55825
1488,pound,55670
1489,correct,55632
1490,married,55629
1491,pair,55530
1492,slightly,55389
1493,loan,55348
1494,village,55217
1495,suit,55200
1496,historical,55028
1497,meaning,55014
1498,supply,54988
1499,lift,54954
1500,ourselves,54951
1501,honey,54912
1502,bone,54911
1503,consequence,54883
1504,unique,54827
1505,regulation,54726
1506,award,54712
1507,bottom,54701
1508,excuse,54672
1509,familiar,54651
1510,classroom,54542
1511,reference,54390
1512,emerge,54379
1513,lunch,54300
1514,ad,54265
1515,desire,54265
1516,instruction,54207
1517,emergency,54204
1518,thinking,54200
1519,tour,54157
1520,french,54133
1521,combine,54133
1522,moon,54069
1523,sad,54041
1524,december,53957
1525,anywhere,53945
1526,chicken,53916
1527,fuel,53882
1528,train,53865
1529,abuse,53777
1530,construction,53745
1531,wednesday,53706
1532,deserve,53654
1533,famous,53575
1534,intervention,53351
1535,grand,53325
1536,confirm,53256
1537,lucky,53231
1538,insist,53141
1539,coast,53114
1540,proud,53067
1541,fourth,53036
1542,cop,52982
1543,angry,52980
1544,native,52950
1545,supreme,52933
1546,baseball,52864
1547,email,52826
1548,accident,52784
1549,duty,52673
1550,growing,52661
1551,struggle,52598
1552,revenue,52579
1553,expand,52529
1554,launch,52479
1555,trend,52452
1556,ring,52405
1557,repeat,52290
1558,breath,52280
1559,inch,52275
1560,neck,52214
1561,core,52195
1562,terrible,52179
1563,relatively,52070
1564,complex,51957
1565,slow,51880
1566,soft,51824
1567,generate,51796
1568,extremely,51789
1569,forever,51747
1570,corporate,51712
1571,prefer,51684
1572,except,51607
1573,cheap,51588
1574,literature,51523
1575,mayor,51481
1576,male,51453
1577,importance,51419
1578,danger,51331
1579,emotional,51327
1580,knee,51298
1581,ass,51238
1582,capture,51215
1583,traffic,51138
1584,fucking,51076
1585,plate,50934
1586,equipment,50894
1587,select,50804
1588,studio,50758
1589,expensive,50744
1590,secret,50730
1591,engine,50724
1592,adopt,50605
1593,luck,50589
1594,via,50560
1595,pm,50551
1596,panel,50544
1597,hero,50520
1598,circle,50510
1599,critic,50462
1600,solve,50437
1601,busy,50363
1602,episode,50354
1603,requirement,50272
1604,politician,50171
1605,rain,50093
1606,colleague,50084
1607,disappear,50053
1608,beer,50024
1609,predict,50013
1610,exercise,49985
1611,tired,49972
1612,democracy,49951
1613,ultimately,49899
1614,setting,49873
1615,honor,49871
1616,works,49867
1617,unfortunately,49863
1618,theme,49821
1619,united,49746
1620,pool,49670
1621,educational,49636
1622,empty,49565
1623,comfortable,49532
1624,investigate,49473
1625,useful,49468
1626,pocket,49462
1627,digital,49461
1628,plenty,49361
1629,entirely,49352
1630,afford,49246
1631,sugar,49230
1632,teaching,49167
1633,conservative,49144
1634,chairman,49123
1635,error,49042
1636,bridge,49030
1637,tall,48978
1638,specifically,48927
1639,flower,48912
1640,universe,48854
1641,acknowledge,48811
1642,coverage,48693
1643,crew,48673
1644,locate,48581
1645,balance,48537
1646,equal,48522
1647,lip,48507
1648,lean,48484
1649,zone,48403
1650,wedding,48365
1651,copy,48365
1652,joke,48299
1653,used,48287
1654,bear,48272
1655,meal,48158
1656,minority,48052
1657,sight,48022
1658,russian,48001
1659,soviet,47917
1660,profit,47886
1661,careful,47847
1662,gender,47825
1663,tape,47805
1664,ocean,47773
1665,unidentified,47748
1666,host,47739
1667,grant,47729
1668,circumstance,47687
1669,boss,47643
1670,declare,47594
1671,domestic,47518
1672,tea,47503
1673,organize,47499
1674,english,47464
1675,neither,47463
1676,surround,47314
1677,manner,47282
1678,surprised,47267
